,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KARPAS-299,R,R,R,R,R,R,S,R,R,R,R,S,S,R,R,R,R,R,S,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,S,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,S,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,S,R,R,R,S,R,R,R,S,S,R,R,R,R,R,R,S,R,R,R,R,S,R,R,S,R,S,R,S,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,,,R,,,,,R,R,R,R,R,,S,R,S,S,R,R,R,R,R,R,R,S,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R 
,SU-DHL-1,R,R,R,S,R,R,R,R,R,R,S,S,S,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,S,R,R,R,R,R,R,S,R,R,S,S,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,S,S,R,R,R,S,R,R,R,R,R,S,R,R,S,R,R,R,R,R,S,R,S,R,R,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,R,R,R,R,R,R,S,S,R,S,S,S,S,S,S,R,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,SUP-M2,R,R,R,R,R,R,R,R,R,S,R,S,S,R,R,S,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,R,R,R,R,S,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,S,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,S,S,R,R,R,S,R,S,S,R,R,S,S,R,S,S,S,S,S,R,R,S,S,S,S,R,S,R,R,R,R,S,S,R,R,S,S,R,R,S,R,S,R,S,S,S,R,R,R,S,R,R,R,S,R,S,S,S,S,S,R,R,R,S,R,S,R,S,S,R,S,S,S,S,S,S,R,R,R,S,S,S,S,R,R,S,R,R,R,R,R,R,R,R,S,R,R,S,S,S,R,R,R,R,R,R,S,R,R,S,R,S,R,R,R,S,R,S,R,S,S,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,,,R,,,,,S,S,S,S,S,,S,S,S,S,R,R,S,R,R,S,S,S,S,S,R,R,R,S,R,S,S,S,R,R,R,S,R 
,BALL-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,R,R,S,R,S,R,R,S,R,R,R,R,R,R,S,R,S,R,S,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,,,R,,,,,R,R,R,R,S,,S,R,S,R,R,S,R,R,R,R,S,S,S,R,R,R,R,S,R,R,R,R,R,S,R,R,R 
,KARPAS-231,R,S,R,S,R,R,S,R,R,S,R,R,R,S,R,R,S,R,S,R,S,S,S,S,R,R,S,S,R,S,R,S,S,S,S,R,S,R,S,R,S,R,R,S,R,S,S,S,S,,R,R,S,S,R,R,S,R,R,S,R,S,R,S,R,R,S,S,R,R,,R,R,R,R,,R,S,S,R,,S,S,S,R,R,,S,S,,R,,,,,,,,,,,,,,,,,,S,S,S,S,S,,,,,,,,,,,,,,,,,S,,R,S,S,,,,,,S,R,,,S,S,,S,S,,,,S,,,,S,S,,S,S,S,S,S,,,,,R,S,S,R,S,R,S,S,R,S,S,S,R,R,S,S,R,S,S,R,S,R,S,R,R,S,R,S,R,S,S,S,S,S,S,R,R,R,R,R,S,S,S,R,R,S,S,R,R,R,S,R,R,R,R,R,R,S,,,R,,,,,R,R,R,R,R,,R,R,S,R,R,R,R,R,R,R,S,S,S,R,R,R,R,R,R,R,S,R,R,R,R,R,R 
,KOPN-8,R,S,R,R,,R,,R,,S,R,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,S,,R,R,R,R,,,,R,,R,,R,,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,S,R,S,S,R,S,R,R,R,R,R,R,R,S,S,R,R,R,R,R,R,R,R,R,R,S,R,R,S,R,R,R,S,R,R,R,S,R,R,R,S,R,S,S,R,S,R,S,R,S,R,S,S,S,R,R,S,S,S,S,S,S,S,S,R,S,R,S,S,R,S,S,S,R,R,S,S,R,S,S,R,S,R,S,S,R,S,R,S,S,R,S,S,S,S,S,S,R,R,S,S,R,R,R,R,R,S,R,R,S,R,R,R,R,S,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,,R,R,S,R,S,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,,,,,,,,,,,,R,R,R,,R,R,R,R,R,R,R,S,R,S,R,S,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R 
,MHH-CALL-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,S,R,,,R,,,,,R,R,R,S,S,,R,R,S,R,R,R,R,R,R,R,R,S,S,R,R,R,R,R,R,R,R,R,R,S,R,R,R 
,MHH-PREB-1,R,S,R,R,R,R,S,R,R,R,R,R,R,R,R,R,S,R,R,S,S,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,S,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,S,S,S,S,R,S,S,R,R,R,S,S,S,S,S,S,R,S,R,R,R,S,S,S,S,S,R,R,R,S,R,R,S,R,R,S,R,S,R,R,S,S,R,R,R,S,R,R,R,R,R,R,S,S,R,R,R,R,R,R,S,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,R,R,R,R,R,R,R,R,,,R,,,,,R,R,R,R,S,,S,S,R,S,R,R,R,S,R,R,S,S,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R 
,MN-60,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,S,R,R,R,R,R,R,S,R,R,R,R,R,R,R,S,R,R,R,S,R,S,R,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,R,R,R,R,R,S,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R, 
,NALM-6,,R,R,R,R,R,S,R,R,S,R,R,S,R,S,R,S,R,R,S,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,S,S,R,S,R,R,S,S,S,S,S,S,S,R,S,R,S,R,R,R,S,S,S,S,R,S,S,R,S,S,S,S,R,R,R,R,R,R,S,S,R,R,S,R,S,R,S,S,S,R,S,S,S,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,S,R,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,S,S,S,S,R,S,S,R,S,S,R,S,S,S,S,,S,S,R,R,S,S,S,R,R,R,S,R,S,R,R,S,R,R,R,R,R,S,R,R,R,S,R,R,R,R,R,S,R,R,R,R,S,R,S,R,R,R,R,R,S,R,S,R,S,R,R,S,R,R,R,R,R,S,R,R,R,R,S,R,S,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,R,,R,R,R,,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R 
,RCH-ACV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,R,R,S,S,R,S,R,R,S,S,S,R,R,R,S,S,R,S,S,S,R,S,R,R,S,R,S,R,R,R,R,S,S,R,R,R,R,S,S,S,R,S,S,R,S,S,R,R,R,S,R,R,R,R,R,S,R,,,R,,,,,R,R,S,R,R,,S,R,R,R,R,S,R,R,R,S,R,S,R,R,R,R,R,S,R,R,R,S,R,S,R,S,R 
,REH,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,S,S,R,S,R,R,R,R,S,R,S,R,R,R,R,R,R,R,R,R,S,S,R,R,R,S,S,R,R,S,R,R,R,R,R,S,R,R,R,S,R,R,R,R,R,R,S,S,R,R,R,S,S,R,S,S,R,S,S,S,R,R,S,R,S,S,R,S,S,S,R,S,S,S,R,R,R,R,S,S,R,R,R,R,R,R,S,S,S,S,S,S,S,S,R,R,S,R,R,R,R,R,R,S,S,S,S,S,R,S,S,R,S,R,S,S,S,S,S,S,S,R,R,R,R,R,R,R,R,R,S,R,S,R,R,S,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,S,S,R,S,R,R,R,R,R,R,R,R,S,R,R,R,,,R,,,,,R,R,R,R,R,,S,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,S,R 
,ROS-50,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,R,R,R,S,R,R,R,S,R,R,S,R,R,R,R,R,R,S,R,R,R,R,R,R,R,S,R,R,S,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,,,R,,,,,R,R,R,R,R,,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R 
,SUP-B8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,R,R,R,R,S,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,S,R,S,R,R,R,S,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,S,,,R,,,,,R,R,R,R,R,,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R 
,U-698-M,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,S,R,S,R,,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,S,S,S,S,R,R,R,R,R,R,S,R,R,S,R,R,R,R,S,S,R,R,R,R,R,R,R,R,R,S,S,S,R,R,S,R,R,R,S,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,R,R,R,R,R,R,R,R,,,R,,,,,R,R,R,S,R,,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R 
,A3-KAW,S,S,R,R,R,R,S,R,S,R,R,R,R,R,R,R,R,S,S,S,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,S,S,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,R,R,R,R,S,S,S,S,R,R,R,R,R,R,R,R,S,S,R,R,R,R,R,R,S,R,R,S,R,R,R,R,R,S,S,S,S,R,R,R,R,S,R,R,S,R,S,R,R,S,S,S,S,R,R,R,S,S,S,S,R,S,S,S,S,S,S,S,R,R,S,R,R,R,S,R,S,S,S,S,R,S,R,S,S,S,R,S,R,S,S,S,S,S,R,R,R,S,S,R,S,R,R,S,R,S,R,R,S,S,R,R,S,R,S,R,R,R,R,R,S,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,,,R,,,,,R,R,R,S,S,,S,S,R,S,R,S,R,S,R,R,S,S,R,R,S,S,S,R,R,R,S,R,R,S,R,R,R 
,A4-Fuk,R,S,S,R,R,R,R,S,R,S,R,S,S,R,S,R,R,R,R,R,R,R,R,R,S,S,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,S,S,R,R,R,R,R,R,S,S,R,S,S,R,R,S,R,R,R,R,R,S,R,R,R,S,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,S,R,S,R,S,R,R,R,S,S,R,R,R,S,R,R,R,R,R,S,S,S,S,R,S,R,R,S,R,R,R,R,R,S,R,R,R,S,R,R,S,S,R,R,S,R,R,S,S,R,R,S,R,R,R,R,R,R,R,R,,,R,,,,,R,R,R,R,R,,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R 
,BC-1,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,S,R,S,R,R,R,R,R,R,S,R,S,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,R,R,R,S,R,S,S,S,R,R,R,S,S,S,S,R,R,S,R,R,S,R,S,R,R,R,R,S,S,S,S,R,S,R,R,R,R,S,R,R,R,R,R,R,R,S,R,S,R,R,R,R,S,R,R,S,R,R,,R,R,S,S,S,S,R,R,R,S,S,R,S,R,S,S,R,S,S,R,R,S,S,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,S,R,,,R,,,,,R,R,S,S,S,,S,S,S,R,S,R,R,R,R,R,R,S,S,S,S,R,S,S,S,R,R,R,R,S,R,R,R 
,CRO-AP2,,,,R,,,,R,R,,R,,,R,,,,,,,,,,,,,,R,,,,S,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,R,R,S,R,R,R,S,S,R,R,S,R,R,R,S,R,R,R,R,R,R,S,R,R,R,R,S,R,S,R,R,S,R,R,S,S,S,S,S,R,S,R,S,R,R,R,R,R,R,R,R,R,,R,,,R,,,,,S,R,S,S,R,,R,S,R,S,S,R,S,S,R,R,R,S,S,R,R,R,R,S,R,R,R,R,R,R,R,R,S 
,CTB-1,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,,R,S,,S,,,,S,S,R,R,R,S,R,R,R,R,R,R,R,S,R,S,R,S,S,S,R,R,S,S,R,R,S,S,R,S,S,S,S,S,R,S,R,R,R,R,R,R,R,R,S,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,,,R,,,,,R,R,R,R,R,,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R 
,DB,,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,S,R,R,R,R,R,R,S,S,R,R,R,R,R,R,R,R,R,R,R,S,R,R,S,R,R,R,R,S,S,S,R,R,S,S,S,R,R,R,S,S,S,S,R,S,R,R,R,S,R,R,S,R,R,R,R,R,R,R,S,R,R,S,R,R,R,R,S,S,R,R,R,R,R,R,R,R,S,R,R,R,S,R,S,R,R,R,S,R,R,S,S,S,R,R,S,S,S,R,R,R,R,R,R,S,R,S,S,R,R,R,S,R,R,R,S,S,S,S,S,S,R,S,R,R,R,R,R,R,S,R,,,,,R,R,,,,,,,,,,,,R,R,R,,S,R,R,R,R,R,R,R,R,R,S,R,R,S,S,R,R,S,R,R,R,R,R,S,R,R,R 
,DOHH-2,R,,R,S,R,R,S,R,R,S,R,R,R,S,R,R,S,R,R,S,S,S,R,R,R,R,S,R,S,R,R,R,R,S,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,,R,R,S,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,,R,R,R,R,R,R,R,,R,,R,R,R,R,R,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,S,S,S,R,R,S,S,S,S,R,R,R,R,S,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,S,S,R,S,R,R,R,R,R,R,R,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,Farage,R,,R,R,R,R,R,R,R,R,R,R,R,S,R,R,S,R,R,R,S,S,S,R,R,R,S,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,S,R,R,R,R,S,R,S,S,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,S,R,R,R,R,R,S,S,S,R,S,R,R,R,S,R,S,R,R,S,R,S,R,R,R,R,S,S,R,S,S,S,R,S,S,R,R,R,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,R,R,R,S,S,S,S,S,S,S,R,S,R,R,S,S,S,S,R,S,S,S,R,R,R,S,S,S,R,R,R,R,R,R,R,R,R,S,R,S,R,R,S,R,R,S,R,R,R,R,S,R,R,S,R,R,R,R,R,R,R,S,R,R,R,R,S,R,R,R,S,R,S,S,S,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,S,R,S,R,R,R,R,R,R,R,R,S,S,S,R,R,R,R,R,R,R,R,R,R,R,R,R 
,GRANTA-519,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,,,, 
,JEKO-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,R,S,R,S,R,S,R,R,S,S,S,R,R,S,R,R,S,S,R,S,R,S,R,R,S,R,S,R,R,S,S,S,S,S,R,R,R,R,S,S,R,R,R,R,S,S,R,S,R,S,R,R,R,R,R,R,R,,,R,,,,,R,R,S,R,R,,S,R,R,R,S,S,R,R,S,R,S,S,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R 
,JSC-1,R,R,R,R,,R,,S,,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,,R,R,R,S,,,,R,,R,,R,,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,S,R,R,R,R,R,R,R,S,R,R,R,R,S,R,R,R,S,S,S,R,R,R,R,R,S,R,S,R,,R,R,S,S,R,R,S,R,R,S,S,R,S,S,S,R,R,S,R,S,R,R,R,S,S,S,S,S,S,R,R,R,R,R,S,S,R,S,R,S,R,R,S,R,S,S,S,R,S,R,S,S,R,S,R,R,S,R,S,S,S,S,S,R,R,S,S,R,S,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,,R,R,S,,,R,,,,,R,R,,,,,,,,,,,,,,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,,,R 
,KARPAS-1106P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,R,R,R,R,R,R,R,R,S,S,R,R,S,S,R,R,R,R,R,R,S,R,R,S,R,R,R,R,R,R,S,S,S,R,R,R,S,S,R,R,R,R,R,S,S,R,R,R,S,R,R,R,R,R,R,R,,,R,,,,,R,R,R,R,R,,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R 
,KARPAS-422,R,S,R,R,R,R,S,R,R,R,R,R,R,R,R,R,S,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,S,R,R,S,R,R,R,R,R,R,R,R,R,S,R,R,R,R,S,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,R,R,S,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,S,R,R,R,R,R,R,R,R,S,R,R,R,S,R,R,R,S,R,R,R,R,R,R,R,,,R,,,,,R,R,R,R,R,,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R 
